accession,reference_length,covered_bases,reads_aligned,mean_coverage,RPKMF,sequence_name,taxid,kingdom,phylum,class,order,family,genus,species,associated_with_(not_categorized),grouped_association,subspecies,strain,sample_ID,total_filtered_reads_in_sample,description,solid_fluid,sample_type
KM023140.1,7998,7931,4612,"87,293450000","6,36110e+01","Salivirus FHB, complete genome",1547495,Viruses,Pisuviricota,Pisoniviricetes,Picornavirales,Picornaviridae,Salivirus,Salivirus FHB,Humans,Human and other animals,unclassified Salivirus FHB subspecies/strain,unclassified Salivirus FHB strain,M1,9065164,Aquafin wastewater 24OCT2023 (Fluid),Fluid,wastewater
MG026495.1,7603,2226,38,"0,785992200","6,62604e-01","Salivirus sp. isolate ETH_P14_2016 polyprotein gene, complete cds",2039694,Viruses,Pisuviricota,Pisoniviricetes,Picornavirales,Picornaviridae,Salivirus,Salivirus sp.,Humans,Human and other animals,unclassified Salivirus sp. subspecies/strain,unclassified Salivirus sp. strain,M5,7543012,Aquiris BXL wastewater 28FEB2024 (Fluid),Fluid,wastewater
MG026495.1,7603,2271,76,"1,558164500","1,35815e+00","Salivirus sp. isolate ETH_P14_2016 polyprotein gene, complete cds",2039694,Viruses,Pisuviricota,Pisoniviricetes,Picornavirales,Picornaviridae,Salivirus,Salivirus sp.,Humans,Human and other animals,unclassified Salivirus sp. subspecies/strain,unclassified Salivirus sp. strain,M3,7360040,Aquafin wastewater 18JAN2024 (Fluid),Fluid,wastewater
MG026495.1,7603,1775,28,"0,554407600","4,48450e-01","Salivirus sp. isolate ETH_P14_2016 polyprotein gene, complete cds",2039694,Viruses,Pisuviricota,Pisoniviricetes,Picornavirales,Picornaviridae,Salivirus,Salivirus sp.,Humans,Human and other animals,unclassified Salivirus sp. subspecies/strain,unclassified Salivirus sp. strain,M2,8212182,Aquafin wastewater 8JAN2024 (Fluid),Fluid,wastewater
MG026495.1,7603,4569,331,"6,470683000","4,80250e+00","Salivirus sp. isolate ETH_P14_2016 polyprotein gene, complete cds",2039694,Viruses,Pisuviricota,Pisoniviricetes,Picornavirales,Picornaviridae,Salivirus,Salivirus sp.,Humans,Human and other animals,unclassified Salivirus sp. subspecies/strain,unclassified Salivirus sp. strain,M1,9065164,Aquafin wastewater 24OCT2023 (Fluid),Fluid,wastewater
MF944258.1,7484,4902,128,"2,614807800","9,06289e-01","Sapovirus sp. strain 20151018, complete genome",1906670,Viruses,Pisuviricota,Pisoniviricetes,Picornavirales,Caliciviridae,Sapovirus,Sapovirus sp.,Humans,Human and other animals,unclassified Sapovirus sp. subspecies/strain,unclassified Sapovirus sp. strain,M4,18871642,Aquafin wastewater 22JAN2024 (Fluid),Fluid,wastewater
MF944258.1,7484,5439,250,"4,966185000","5,21952e+00","Sapovirus sp. strain 20151018, complete genome",1906670,Viruses,Pisuviricota,Pisoniviricetes,Picornavirales,Caliciviridae,Sapovirus,Sapovirus sp.,Humans,Human and other animals,unclassified Sapovirus sp. subspecies/strain,unclassified Sapovirus sp. strain,M8,6399938,Aquiris BXL wastewater 8MAR2024 (Filtered),Filtered,wastewater
MF944258.1,7484,7348,738,"15,044996000","1,30731e+01","Sapovirus sp. strain 20151018, complete genome",1906670,Viruses,Pisuviricota,Pisoniviricetes,Picornavirales,Caliciviridae,Sapovirus,Sapovirus sp.,Humans,Human and other animals,unclassified Sapovirus sp. subspecies/strain,unclassified Sapovirus sp. strain,M5,7543012,Aquiris BXL wastewater 28FEB2024 (Fluid),Fluid,wastewater
MF944258.1,7484,6605,269,"5,542541500","8,02914e+00","Sapovirus sp. strain 20151018, complete genome",1906670,Viruses,Pisuviricota,Pisoniviricetes,Picornavirales,Caliciviridae,Sapovirus,Sapovirus sp.,Humans,Human and other animals,unclassified Sapovirus sp. subspecies/strain,unclassified Sapovirus sp. strain,M6,4476610,Aquiris BXL wastewater 8MAR2024 (Solid),Solid,wastewater
MF944258.1,7484,7351,1383,"28,226479000","2,51078e+01","Sapovirus sp. strain 20151018, complete genome",1906670,Viruses,Pisuviricota,Pisoniviricetes,Picornavirales,Caliciviridae,Sapovirus,Sapovirus sp.,Humans,Human and other animals,unclassified Sapovirus sp. subspecies/strain,unclassified Sapovirus sp. strain,M3,7360040,Aquafin wastewater 18JAN2024 (Fluid),Fluid,wastewater
MF944258.1,7484,7256,575,"11,753068000","9,35568e+00","Sapovirus sp. strain 20151018, complete genome",1906670,Viruses,Pisuviricota,Pisoniviricetes,Picornavirales,Caliciviridae,Sapovirus,Sapovirus sp.,Humans,Human and other animals,unclassified Sapovirus sp. subspecies/strain,unclassified Sapovirus sp. strain,M2,8212182,Aquafin wastewater 8JAN2024 (Fluid),Fluid,wastewater
MF944258.1,7484,7022,601,"12,240114000","1,05134e+01","Sapovirus sp. strain 20151018, complete genome",1906670,Viruses,Pisuviricota,Pisoniviricetes,Picornavirales,Caliciviridae,Sapovirus,Sapovirus sp.,Humans,Human and other animals,unclassified Sapovirus sp. subspecies/strain,unclassified Sapovirus sp. strain,M7,7638288,Aquiris BXL wastewater 8MAR2024 (Fluid),Fluid,wastewater
MF944258.1,7484,7454,1245,"25,206163000","1,83510e+01","Sapovirus sp. strain 20151018, complete genome",1906670,Viruses,Pisuviricota,Pisoniviricetes,Picornavirales,Caliciviridae,Sapovirus,Sapovirus sp.,Humans,Human and other animals,unclassified Sapovirus sp. subspecies/strain,unclassified Sapovirus sp. strain,M1,9065164,Aquafin wastewater 24OCT2023 (Fluid),Fluid,wastewater
AB623037.2,7442,5002,106,"2,142896400","7,54756e-01","Sapovirus Hu/OH08021/2008/JP genomic RNA, complete genome",1003429,Viruses,Pisuviricota,Pisoniviricetes,Picornavirales,Caliciviridae,Sapovirus,Sapporo virus,Humans,Human and other animals,Sapovirus Hu/OH08021/2008/JP,Sapovirus Hu/OH08021/2008/JP,M4,18871642,Aquafin wastewater 22JAN2024 (Fluid),Fluid,wastewater
AB775659.2,7521,3083,55,"1,108669200","3,87505e-01","Sapovirus Hu/Nagoya/NGY-1/2012/JPN genomic RNA, complete genome",1280920,Viruses,Pisuviricota,Pisoniviricetes,Picornavirales,Caliciviridae,Sapovirus,Sapporo virus,Humans,Human and other animals,Sapovirus Hu/Nagoya/NGY-1/2012/JPN,Sapovirus Hu/Nagoya/NGY-1/2012/JPN,M4,18871642,Aquafin wastewater 22JAN2024 (Fluid),Fluid,wastewater
AJ249939.1,7490,1500,15,"0,312670300","1,06121e-01","Human calicivirus SLV/Bristol/98/UK gene for polyprotein and ORF2, genomic RNA",248942,Viruses,Pisuviricota,Pisoniviricetes,Picornavirales,Caliciviridae,Sapovirus,Sapporo virus,Humans,Human and other animals,Sapovirus Hu/Bristol/1998/UK,Sapovirus Hu/Bristol/1998/UK,M4,18871642,Aquafin wastewater 22JAN2024 (Fluid),Fluid,wastewater
AY646856.2,7500,6159,191,"3,851700800","1,34947e+00","Sapovirus NongKhai-24/Thailand, complete genome",300717,Viruses,Pisuviricota,Pisoniviricetes,Picornavirales,Caliciviridae,Sapovirus,Sapporo virus,Humans,Human and other animals,Sapovirus NongKhai-24/Thailand,Sapovirus NongKhai-24/Thailand,M4,18871642,Aquafin wastewater 22JAN2024 (Fluid),Fluid,wastewater
DQ125333.1,7437,6276,277,"5,620282600","1,97366e+00","Sapovirus Hu/Angelholm/SW278/2004/SE polyprotein mRNA, complete cds; and unknown genes",343513,Viruses,Pisuviricota,Pisoniviricetes,Picornavirales,Caliciviridae,Sapovirus,Sapporo virus,Humans,Human and other animals,Sapovirus Hu/Angelholm/SW278/2004/SE,Sapovirus Hu/Angelholm/SW278/2004/SE,M4,18871642,Aquafin wastewater 22JAN2024 (Fluid),Fluid,wastewater
KP298674.1,7429,6148,175,"3,575628500","1,24824e+00","Sapovirus Hu/GI.1/Seoul/ROK62/2013/KOR, complete genome",1652048,Viruses,Pisuviricota,Pisoniviricetes,Picornavirales,Caliciviridae,Sapovirus,Sapporo virus,Humans,Human and other animals,Sapovirus Hu/GI.1/Seoul/ROK62/2013/KOR,Sapovirus Hu/GI.1/Seoul/ROK62/2013/KOR,M4,18871642,Aquafin wastewater 22JAN2024 (Fluid),Fluid,wastewater
KT327081.1,7441,6941,357,"7,305308000","2,54230e+00","Sapovirus Hu/G1/Zhejiang1/China/2014, complete genome",1807764,Viruses,Pisuviricota,Pisoniviricetes,Picornavirales,Caliciviridae,Sapovirus,Sapporo virus,Humans,Human and other animals,Sapovirus Hu/G1/Zhejiang1/China/2014,Sapovirus Hu/G1/Zhejiang1/China/2014,M4,18871642,Aquafin wastewater 22JAN2024 (Fluid),Fluid,wastewater
KX894315.1,7450,2306,27,"0,538630100","1,92043e-01","Sapovirus GII.8 isolate Hu/GII.8/Miaoli/05-099-515478/2014/TW polyprotein and minor structural protein genes, complete cds",1697440,Viruses,Pisuviricota,Pisoniviricetes,Picornavirales,Caliciviridae,Sapovirus,Sapporo virus,Humans,Human and other animals,Sapovirus GII.8,Sapovirus GII.8,M4,18871642,Aquafin wastewater 22JAN2024 (Fluid),Fluid,wastewater
MG012444.1,7483,3636,69,"1,392472400","4,88611e-01","Sapovirus GII.1 strain Hu/US/2015/GII.1/Nashville9343 ORF1 polyprotein and ORF2 protein genes, complete cds",1398548,Viruses,Pisuviricota,Pisoniviricetes,Picornavirales,Caliciviridae,Sapovirus,Sapporo virus,Humans,Human and other animals,Sapovirus GII.1,Sapovirus GII.1,M4,18871642,Aquafin wastewater 22JAN2024 (Fluid),Fluid,wastewater
MG012448.1,7447,1561,27,"0,541044240","1,92120e-01","Sapovirus GII.5 strain Hu/GT/2014/GII.5/SantaRosa3812 ORF1 polyprotein and ORF2 protein genes, complete cds",1697443,Viruses,Pisuviricota,Pisoniviricetes,Picornavirales,Caliciviridae,Sapovirus,Sapporo virus,Humans,Human and other animals,Sapovirus GII.5,Sapovirus GII.5,M4,18871642,Aquafin wastewater 22JAN2024 (Fluid),Fluid,wastewater
AB623037.2,7442,1306,18,"0,362040580","3,77926e-01","Sapovirus Hu/OH08021/2008/JP genomic RNA, complete genome",1003429,Viruses,Pisuviricota,Pisoniviricetes,Picornavirales,Caliciviridae,Sapovirus,Sapporo virus,Humans,Human and other animals,Sapovirus Hu/OH08021/2008/JP,Sapovirus Hu/OH08021/2008/JP,M8,6399938,Aquiris BXL wastewater 8MAR2024 (Filtered),Filtered,wastewater
AJ249939.1,7490,1653,33,"0,641280650","6,88425e-01","Human calicivirus SLV/Bristol/98/UK gene for polyprotein and ORF2, genomic RNA",248942,Viruses,Pisuviricota,Pisoniviricetes,Picornavirales,Caliciviridae,Sapovirus,Sapporo virus,Humans,Human and other animals,Sapovirus Hu/Bristol/1998/UK,Sapovirus Hu/Bristol/1998/UK,M8,6399938,Aquiris BXL wastewater 8MAR2024 (Filtered),Filtered,wastewater
AY237420.2,7458,1885,33,"0,664887800","6,91378e-01","Sapovirus Mc10 polyprotein precursor, mRNA, complete cds; and unknown mRNA",234601,Viruses,Pisuviricota,Pisoniviricetes,Picornavirales,Caliciviridae,Sapovirus,Sapporo virus,Humans,Human and other animals,Sapovirus Mc10,Sapovirus Mc10,M8,6399938,Aquiris BXL wastewater 8MAR2024 (Filtered),Filtered,wastewater
AY646856.2,7500,3794,65,"1,325578200","1,35418e+00","Sapovirus NongKhai-24/Thailand, complete genome",300717,Viruses,Pisuviricota,Pisoniviricetes,Picornavirales,Caliciviridae,Sapovirus,Sapporo virus,Humans,Human and other animals,Sapovirus NongKhai-24/Thailand,Sapovirus NongKhai-24/Thailand,M8,6399938,Aquiris BXL wastewater 8MAR2024 (Filtered),Filtered,wastewater
DQ125333.1,7437,6547,353,"7,120214000","7,41654e+00","Sapovirus Hu/Angelholm/SW278/2004/SE polyprotein mRNA, complete cds; and unknown genes",343513,Viruses,Pisuviricota,Pisoniviricetes,Picornavirales,Caliciviridae,Sapovirus,Sapporo virus,Humans,Human and other animals,Sapovirus Hu/Angelholm/SW278/2004/SE,Sapovirus Hu/Angelholm/SW278/2004/SE,M8,6399938,Aquiris BXL wastewater 8MAR2024 (Filtered),Filtered,wastewater
KP298674.1,7429,2760,78,"1,618903600","1,64055e+00","Sapovirus Hu/GI.1/Seoul/ROK62/2013/KOR, complete genome",1652048,Viruses,Pisuviricota,Pisoniviricetes,Picornavirales,Caliciviridae,Sapovirus,Sapporo virus,Humans,Human and other animals,Sapovirus Hu/GI.1/Seoul/ROK62/2013/KOR,Sapovirus Hu/GI.1/Seoul/ROK62/2013/KOR,M8,6399938,Aquiris BXL wastewater 8MAR2024 (Filtered),Filtered,wastewater
KT327081.1,7441,4401,110,"2,197366700","2,30986e+00","Sapovirus Hu/G1/Zhejiang1/China/2014, complete genome",1807764,Viruses,Pisuviricota,Pisoniviricetes,Picornavirales,Caliciviridae,Sapovirus,Sapporo virus,Humans,Human and other animals,Sapovirus Hu/G1/Zhejiang1/China/2014,Sapovirus Hu/G1/Zhejiang1/China/2014,M8,6399938,Aquiris BXL wastewater 8MAR2024 (Filtered),Filtered,wastewater
KX894315.1,7450,1299,22,"0,450273960","4,61414e-01","Sapovirus GII.8 isolate Hu/GII.8/Miaoli/05-099-515478/2014/TW polyprotein and minor structural protein genes, complete cds",1697440,Viruses,Pisuviricota,Pisoniviricetes,Picornavirales,Caliciviridae,Sapovirus,Sapporo virus,Humans,Human and other animals,Sapovirus GII.8,Sapovirus GII.8,M8,6399938,Aquiris BXL wastewater 8MAR2024 (Filtered),Filtered,wastewater
MG012444.1,7483,3736,94,"1,925405700","1,96280e+00","Sapovirus GII.1 strain Hu/US/2015/GII.1/Nashville9343 ORF1 polyprotein and ORF2 protein genes, complete cds",1398548,Viruses,Pisuviricota,Pisoniviricetes,Picornavirales,Caliciviridae,Sapovirus,Sapporo virus,Humans,Human and other animals,Sapovirus GII.1,Sapovirus GII.1,M8,6399938,Aquiris BXL wastewater 8MAR2024 (Filtered),Filtered,wastewater
MG012448.1,7447,1572,14,"0,285185700","2,93745e-01","Sapovirus GII.5 strain Hu/GT/2014/GII.5/SantaRosa3812 ORF1 polyprotein and ORF2 protein genes, complete cds",1697443,Viruses,Pisuviricota,Pisoniviricetes,Picornavirales,Caliciviridae,Sapovirus,Sapporo virus,Humans,Human and other animals,Sapovirus GII.5,Sapovirus GII.5,M8,6399938,Aquiris BXL wastewater 8MAR2024 (Filtered),Filtered,wastewater
MK250985.1,7442,1516,32,"0,647833200","6,71869e-01","Sapovirus GI isolate BRA/TO-66, complete genome",515176,Viruses,Pisuviricota,Pisoniviricetes,Picornavirales,Caliciviridae,Sapovirus,Sapporo virus,Humans,Human and other animals,Sapovirus GI,Sapovirus GI,M8,6399938,Aquiris BXL wastewater 8MAR2024 (Filtered),Filtered,wastewater
AB614356.1,7476,3652,53,"1,104286100","9,39857e-01","Sapovirus Hu/GI.2/BR-DF01/BRA/2009 RNA, complete genome",985691,Viruses,Pisuviricota,Pisoniviricetes,Picornavirales,Caliciviridae,Sapovirus,Sapporo virus,Humans,Human and other animals,Sapovirus Hu/GI.2/BR-DF01/BRA/2009,Sapovirus Hu/GI.2/BR-DF01/BRA/2009,M5,7543012,Aquiris BXL wastewater 28FEB2024 (Fluid),Fluid,wastewater
AB623037.2,7442,3142,39,"0,814728500","6,94753e-01","Sapovirus Hu/OH08021/2008/JP genomic RNA, complete genome",1003429,Viruses,Pisuviricota,Pisoniviricetes,Picornavirales,Caliciviridae,Sapovirus,Sapporo virus,Humans,Human and other animals,Sapovirus Hu/OH08021/2008/JP,Sapovirus Hu/OH08021/2008/JP,M5,7543012,Aquiris BXL wastewater 28FEB2024 (Fluid),Fluid,wastewater
AJ249939.1,7490,3303,115,"2,383106200","2,03550e+00","Human calicivirus SLV/Bristol/98/UK gene for polyprotein and ORF2, genomic RNA",248942,Viruses,Pisuviricota,Pisoniviricetes,Picornavirales,Caliciviridae,Sapovirus,Sapporo virus,Humans,Human and other animals,Sapovirus Hu/Bristol/1998/UK,Sapovirus Hu/Bristol/1998/UK,M5,7543012,Aquiris BXL wastewater 28FEB2024 (Fluid),Fluid,wastewater
AY237420.2,7458,4091,75,"1,476601000","1,33320e+00","Sapovirus Mc10 polyprotein precursor, mRNA, complete cds; and unknown mRNA",234601,Viruses,Pisuviricota,Pisoniviricetes,Picornavirales,Caliciviridae,Sapovirus,Sapporo virus,Humans,Human and other animals,Sapovirus Mc10,Sapovirus Mc10,M5,7543012,Aquiris BXL wastewater 28FEB2024 (Fluid),Fluid,wastewater
AY646856.2,7500,7287,338,"6,829931700","5,97462e+00","Sapovirus NongKhai-24/Thailand, complete genome",300717,Viruses,Pisuviricota,Pisoniviricetes,Picornavirales,Caliciviridae,Sapovirus,Sapporo virus,Humans,Human and other animals,Sapovirus NongKhai-24/Thailand,Sapovirus NongKhai-24/Thailand,M5,7543012,Aquiris BXL wastewater 28FEB2024 (Fluid),Fluid,wastewater
DQ125333.1,7437,7381,900,"18,332922000","1,60435e+01","Sapovirus Hu/Angelholm/SW278/2004/SE polyprotein mRNA, complete cds; and unknown genes",343513,Viruses,Pisuviricota,Pisoniviricetes,Picornavirales,Caliciviridae,Sapovirus,Sapporo virus,Humans,Human and other animals,Sapovirus Hu/Angelholm/SW278/2004/SE,Sapovirus Hu/Angelholm/SW278/2004/SE,M5,7543012,Aquiris BXL wastewater 28FEB2024 (Fluid),Fluid,wastewater
KP298674.1,7429,5983,160,"3,257040700","2,85525e+00","Sapovirus Hu/GI.1/Seoul/ROK62/2013/KOR, complete genome",1652048,Viruses,Pisuviricota,Pisoniviricetes,Picornavirales,Caliciviridae,Sapovirus,Sapporo virus,Humans,Human and other animals,Sapovirus Hu/GI.1/Seoul/ROK62/2013/KOR,Sapovirus Hu/GI.1/Seoul/ROK62/2013/KOR,M5,7543012,Aquiris BXL wastewater 28FEB2024 (Fluid),Fluid,wastewater
KT327081.1,7441,7238,815,"16,939240000","1,45205e+01","Sapovirus Hu/G1/Zhejiang1/China/2014, complete genome",1807764,Viruses,Pisuviricota,Pisoniviricetes,Picornavirales,Caliciviridae,Sapovirus,Sapporo virus,Humans,Human and other animals,Sapovirus Hu/G1/Zhejiang1/China/2014,Sapovirus Hu/G1/Zhejiang1/China/2014,M5,7543012,Aquiris BXL wastewater 28FEB2024 (Fluid),Fluid,wastewater
KX894315.1,7450,2887,63,"1,261506800","1,12109e+00","Sapovirus GII.8 isolate Hu/GII.8/Miaoli/05-099-515478/2014/TW polyprotein and minor structural protein genes, complete cds",1697440,Viruses,Pisuviricota,Pisoniviricetes,Picornavirales,Caliciviridae,Sapovirus,Sapporo virus,Humans,Human and other animals,Sapovirus GII.8,Sapovirus GII.8,M5,7543012,Aquiris BXL wastewater 28FEB2024 (Fluid),Fluid,wastewater
MG012444.1,7483,6451,369,"7,515751000","6,53741e+00","Sapovirus GII.1 strain Hu/US/2015/GII.1/Nashville9343 ORF1 polyprotein and ORF2 protein genes, complete cds",1398548,Viruses,Pisuviricota,Pisoniviricetes,Picornavirales,Caliciviridae,Sapovirus,Sapporo virus,Humans,Human and other animals,Sapovirus GII.1,Sapovirus GII.1,M5,7543012,Aquiris BXL wastewater 28FEB2024 (Fluid),Fluid,wastewater
MG012448.1,7447,4250,129,"2,624092000","2,29648e+00","Sapovirus GII.5 strain Hu/GT/2014/GII.5/SantaRosa3812 ORF1 polyprotein and ORF2 protein genes, complete cds",1697443,Viruses,Pisuviricota,Pisoniviricetes,Picornavirales,Caliciviridae,Sapovirus,Sapporo virus,Humans,Human and other animals,Sapovirus GII.5,Sapovirus GII.5,M5,7543012,Aquiris BXL wastewater 28FEB2024 (Fluid),Fluid,wastewater
MK250985.1,7442,2198,28,"0,561300040","4,98797e-01","Sapovirus GI isolate BRA/TO-66, complete genome",515176,Viruses,Pisuviricota,Pisoniviricetes,Picornavirales,Caliciviridae,Sapovirus,Sapporo virus,Humans,Human and other animals,Sapovirus GI,Sapovirus GI,M5,7543012,Aquiris BXL wastewater 28FEB2024 (Fluid),Fluid,wastewater
X86560.1,7431,2278,37,"0,765004800","6,60100e-01","Sapporo virus-Manchester polyprotein and hypothetical proteins, genomic RNA",82659,Viruses,Pisuviricota,Pisoniviricetes,Picornavirales,Caliciviridae,Sapovirus,Sapporo virus,Humans,Human and other animals,Sapporo virus-Manchester,Sapporo virus-Manchester,M5,7543012,Aquiris BXL wastewater 28FEB2024 (Fluid),Fluid,wastewater
AJ249939.1,7490,2299,40,"0,820572200","1,19297e+00","Human calicivirus SLV/Bristol/98/UK gene for polyprotein and ORF2, genomic RNA",248942,Viruses,Pisuviricota,Pisoniviricetes,Picornavirales,Caliciviridae,Sapovirus,Sapporo virus,Humans,Human and other animals,Sapovirus Hu/Bristol/1998/UK,Sapovirus Hu/Bristol/1998/UK,M6,4476610,Aquiris BXL wastewater 8MAR2024 (Solid),Solid,wastewater
AY237420.2,7458,1170,15,"0,289135200","4,49283e-01","Sapovirus Mc10 polyprotein precursor, mRNA, complete cds; and unknown mRNA",234601,Viruses,Pisuviricota,Pisoniviricetes,Picornavirales,Caliciviridae,Sapovirus,Sapporo virus,Humans,Human and other animals,Sapovirus Mc10,Sapovirus Mc10,M6,4476610,Aquiris BXL wastewater 8MAR2024 (Solid),Solid,wastewater
AY646856.2,7500,4808,103,"2,102313000","3,06780e+00","Sapovirus NongKhai-24/Thailand, complete genome",300717,Viruses,Pisuviricota,Pisoniviricetes,Picornavirales,Caliciviridae,Sapovirus,Sapporo virus,Humans,Human and other animals,Sapovirus NongKhai-24/Thailand,Sapovirus NongKhai-24/Thailand,M6,4476610,Aquiris BXL wastewater 8MAR2024 (Solid),Solid,wastewater
DQ125333.1,7437,6851,387,"7,792782000","1,16242e+01","Sapovirus Hu/Angelholm/SW278/2004/SE polyprotein mRNA, complete cds; and unknown genes",343513,Viruses,Pisuviricota,Pisoniviricetes,Picornavirales,Caliciviridae,Sapovirus,Sapporo virus,Humans,Human and other animals,Sapovirus Hu/Angelholm/SW278/2004/SE,Sapovirus Hu/Angelholm/SW278/2004/SE,M6,4476610,Aquiris BXL wastewater 8MAR2024 (Solid),Solid,wastewater
KP298674.1,7429,1906,28,"0,558455800","8,41935e-01","Sapovirus Hu/GI.1/Seoul/ROK62/2013/KOR, complete genome",1652048,Viruses,Pisuviricota,Pisoniviricetes,Picornavirales,Caliciviridae,Sapovirus,Sapporo virus,Humans,Human and other animals,Sapovirus Hu/GI.1/Seoul/ROK62/2013/KOR,Sapovirus Hu/GI.1/Seoul/ROK62/2013/KOR,M6,4476610,Aquiris BXL wastewater 8MAR2024 (Solid),Solid,wastewater
KT327081.1,7441,3430,59,"1,225483400","1,77122e+00","Sapovirus Hu/G1/Zhejiang1/China/2014, complete genome",1807764,Viruses,Pisuviricota,Pisoniviricetes,Picornavirales,Caliciviridae,Sapovirus,Sapporo virus,Humans,Human and other animals,Sapovirus Hu/G1/Zhejiang1/China/2014,Sapovirus Hu/G1/Zhejiang1/China/2014,M6,4476610,Aquiris BXL wastewater 8MAR2024 (Solid),Solid,wastewater
MG012444.1,7483,4970,114,"2,321560100","3,40314e+00","Sapovirus GII.1 strain Hu/US/2015/GII.1/Nashville9343 ORF1 polyprotein and ORF2 protein genes, complete cds",1398548,Viruses,Pisuviricota,Pisoniviricetes,Picornavirales,Caliciviridae,Sapovirus,Sapporo virus,Humans,Human and other animals,Sapovirus GII.1,Sapovirus GII.1,M6,4476610,Aquiris BXL wastewater 8MAR2024 (Solid),Solid,wastewater
MG012448.1,7447,1600,36,"0,730437160","1,07987e+00","Sapovirus GII.5 strain Hu/GT/2014/GII.5/SantaRosa3812 ORF1 polyprotein and ORF2 protein genes, complete cds",1697443,Viruses,Pisuviricota,Pisoniviricetes,Picornavirales,Caliciviridae,Sapovirus,Sapporo virus,Humans,Human and other animals,Sapovirus GII.5,Sapovirus GII.5,M6,4476610,Aquiris BXL wastewater 8MAR2024 (Solid),Solid,wastewater
AB614356.1,7476,1891,30,"0,584220600","5,45220e-01","Sapovirus Hu/GI.2/BR-DF01/BRA/2009 RNA, complete genome",985691,Viruses,Pisuviricota,Pisoniviricetes,Picornavirales,Caliciviridae,Sapovirus,Sapporo virus,Humans,Human and other animals,Sapovirus Hu/GI.2/BR-DF01/BRA/2009,Sapovirus Hu/GI.2/BR-DF01/BRA/2009,M3,7360040,Aquafin wastewater 18JAN2024 (Fluid),Fluid,wastewater
AB623037.2,7442,7222,702,"14,422792000","1,28164e+01","Sapovirus Hu/OH08021/2008/JP genomic RNA, complete genome",1003429,Viruses,Pisuviricota,Pisoniviricetes,Picornavirales,Caliciviridae,Sapovirus,Sapporo virus,Humans,Human and other animals,Sapovirus Hu/OH08021/2008/JP,Sapovirus Hu/OH08021/2008/JP,M3,7360040,Aquafin wastewater 18JAN2024 (Fluid),Fluid,wastewater
AB775659.2,7521,6772,214,"4,344051000","3,86597e+00","Sapovirus Hu/Nagoya/NGY-1/2012/JPN genomic RNA, complete genome",1280920,Viruses,Pisuviricota,Pisoniviricetes,Picornavirales,Caliciviridae,Sapovirus,Sapporo virus,Humans,Human and other animals,Sapovirus Hu/Nagoya/NGY-1/2012/JPN,Sapovirus Hu/Nagoya/NGY-1/2012/JPN,M3,7360040,Aquafin wastewater 18JAN2024 (Fluid),Fluid,wastewater
AJ249939.1,7490,4245,171,"3,401635000","3,10195e+00","Human calicivirus SLV/Bristol/98/UK gene for polyprotein and ORF2, genomic RNA",248942,Viruses,Pisuviricota,Pisoniviricetes,Picornavirales,Caliciviridae,Sapovirus,Sapporo virus,Humans,Human and other animals,Sapovirus Hu/Bristol/1998/UK,Sapovirus Hu/Bristol/1998/UK,M3,7360040,Aquafin wastewater 18JAN2024 (Fluid),Fluid,wastewater
AY237420.2,7458,3027,45,"0,877394600","8,19804e-01","Sapovirus Mc10 polyprotein precursor, mRNA, complete cds; and unknown mRNA",234601,Viruses,Pisuviricota,Pisoniviricetes,Picornavirales,Caliciviridae,Sapovirus,Sapporo virus,Humans,Human and other animals,Sapovirus Mc10,Sapovirus Mc10,M3,7360040,Aquafin wastewater 18JAN2024 (Fluid),Fluid,wastewater
AY646853.2,7429,1519,159,"3,329990400","2,90795e+00","Sapovirus NongKhai-50/Thailand, complete genome",300714,Viruses,Pisuviricota,Pisoniviricetes,Picornavirales,Caliciviridae,Sapovirus,Sapporo virus,Humans,Human and other animals,Sapovirus NongKhai-50/Thailand,Sapovirus NongKhai-50/Thailand,M3,7360040,Aquafin wastewater 18JAN2024 (Fluid),Fluid,wastewater
AY646856.2,7500,7499,1569,"31,997686000","2,84238e+01","Sapovirus NongKhai-24/Thailand, complete genome",300717,Viruses,Pisuviricota,Pisoniviricetes,Picornavirales,Caliciviridae,Sapovirus,Sapporo virus,Humans,Human and other animals,Sapovirus NongKhai-24/Thailand,Sapovirus NongKhai-24/Thailand,M3,7360040,Aquafin wastewater 18JAN2024 (Fluid),Fluid,wastewater
DQ125333.1,7437,7427,3809,"77,748600000","6,95878e+01","Sapovirus Hu/Angelholm/SW278/2004/SE polyprotein mRNA, complete cds; and unknown genes",343513,Viruses,Pisuviricota,Pisoniviricetes,Picornavirales,Caliciviridae,Sapovirus,Sapporo virus,Humans,Human and other animals,Sapovirus Hu/Angelholm/SW278/2004/SE,Sapovirus Hu/Angelholm/SW278/2004/SE,M3,7360040,Aquafin wastewater 18JAN2024 (Fluid),Fluid,wastewater
KP298674.1,7429,7382,3528,"72,358980000","6,45235e+01","Sapovirus Hu/GI.1/Seoul/ROK62/2013/KOR, complete genome",1652048,Viruses,Pisuviricota,Pisoniviricetes,Picornavirales,Caliciviridae,Sapovirus,Sapporo virus,Humans,Human and other animals,Sapovirus Hu/GI.1/Seoul/ROK62/2013/KOR,Sapovirus Hu/GI.1/Seoul/ROK62/2013/KOR,M3,7360040,Aquafin wastewater 18JAN2024 (Fluid),Fluid,wastewater
